,"('Cosine_sim', '0')","('Cosine_sim', '1')","('Cosine_sim', '10')","('Cosine_sim', '11')","('Cosine_sim', '12')","('Cosine_sim', '13')","('Cosine_sim', '14')","('Cosine_sim', '15')","('Cosine_sim', '16')","('Cosine_sim', '17')","('Cosine_sim', '18')","('Cosine_sim', '19')","('Cosine_sim', '2')","('Cosine_sim', '20')","('Cosine_sim', '21')","('Cosine_sim', '22')","('Cosine_sim', '23')","('Cosine_sim', '24')","('Cosine_sim', '25')","('Cosine_sim', '26')","('Cosine_sim', '27')","('Cosine_sim', '28')","('Cosine_sim', '29')","('Cosine_sim', '3')","('Cosine_sim', '4')","('Cosine_sim', '5')","('Cosine_sim', '6')","('Cosine_sim', '7')","('Cosine_sim', '8')","('Cosine_sim', '9')","('SE_T104_001', '0')","('SE_T104_001', '1')","('SE_T104_001', '10')","('SE_T104_001', '11')","('SE_T104_001', '12')","('SE_T104_001', '13')","('SE_T104_001', '14')","('SE_T104_001', '15')","('SE_T104_001', '16')","('SE_T104_001', '17')","('SE_T104_001', '18')","('SE_T104_001', '19')","('SE_T104_001', '2')","('SE_T104_001', '20')","('SE_T104_001', '21')","('SE_T104_001', '22')","('SE_T104_001', '23')","('SE_T104_001', '24')","('SE_T104_001', '25')","('SE_T104_001', '26')","('SE_T104_001', '27')","('SE_T104_001', '28')","('SE_T104_001', '29')","('SE_T104_001', '3')","('SE_T104_001', '4')","('SE_T104_001', '5')","('SE_T104_001', '6')","('SE_T104_001', '7')","('SE_T104_001', '8')","('SE_T104_001', '9')","('rent_final', '0')","('rent_final', '1')","('rent_final', '10')","('rent_final', '11')","('rent_final', '12')","('rent_final', '13')","('rent_final', '14')","('rent_final', '15')","('rent_final', '16')","('rent_final', '17')","('rent_final', '18')","('rent_final', '19')","('rent_final', '2')","('rent_final', '20')","('rent_final', '21')","('rent_final', '22')","('rent_final', '23')","('rent_final', '24')","('rent_final', '25')","('rent_final', '26')","('rent_final', '27')","('rent_final', '28')","('rent_final', '29')","('rent_final', '3')","('rent_final', '4')","('rent_final', '5')","('rent_final', '6')","('rent_final', '7')","('rent_final', '8')","('rent_final', '9')","('weighted_rent_final', '0')","('weighted_rent_final', '1')","('weighted_rent_final', '10')","('weighted_rent_final', '11')","('weighted_rent_final', '12')","('weighted_rent_final', '13')","('weighted_rent_final', '14')","('weighted_rent_final', '15')","('weighted_rent_final', '16')","('weighted_rent_final', '17')","('weighted_rent_final', '18')","('weighted_rent_final', '19')","('weighted_rent_final', '2')","('weighted_rent_final', '20')","('weighted_rent_final', '21')","('weighted_rent_final', '22')","('weighted_rent_final', '23')","('weighted_rent_final', '24')","('weighted_rent_final', '25')","('weighted_rent_final', '26')","('weighted_rent_final', '27')","('weighted_rent_final', '28')","('weighted_rent_final', '29')","('weighted_rent_final', '3')","('weighted_rent_final', '4')","('weighted_rent_final', '5')","('weighted_rent_final', '6')","('weighted_rent_final', '7')","('weighted_rent_final', '8')","('weighted_rent_final', '9')",rent_final,city_final,SE_T104_001
33,0.3805296599559513,0.380459323496575,0.3041334506742383,0.29558607870436904,0.29463083195470885,0.29388743389056166,0.28185872632079423,0.26720248418592163,0.2671049104844973,0.26377106460227984,0.2620346258397031,0.2602213029991437,0.3758984767599225,0.2560044538767131,0.2552507686802941,0.2520865648188311,0.25099506833967056,0.24827845563267334,0.24484773139476354,0.24074191697784744,0.24044180922124925,0.24030916596092528,0.23951165990106182,0.36609746837327933,0.366097227541369,0.3359528567700109,0.3284391270544722,0.32612267268168277,0.32208331630865344,0.31075947747880683,1087.0,938.0,938.0,1847.0,898.0,1264.0,2053.0,1021.0,1847.0,898.0,1186.0,1087.0,990.0,1024.0,1930.0,705.0,2114.0,1240.0,1167.0,889.0,1814.0,1930.0,1370.0,990.0,990.0,1847.0,990.0,1000.0,1092.0,1398.0,2420.0,564.0,639.0,2670.5,1295.0,2340.0,4140.0,925.0,2394.5,2000.0,2125.0,1421.5,2156.25,865.0,3516.25,654.0,3095.0,1616.25,2187.75,788.0,4228.0,3769.666666666667,1730.0,1782.5,1782.5,1822.25,2069.5,1247.5,2540.5,2675.0,920.8817770934021,214.57905845206832,194.34127498083828,789.3626231800175,381.546927381348,687.6965953039143,1166.895126968088,247.1622978719775,639.5827081551288,527.5421292045597,556.8235799093691,369.90458221328277,810.5310905135829,221.44385260335685,897.5255153720842,164.86461339151555,776.8297365112804,401.2800539163083,535.665624358894,189.70463057854377,1016.5879693874418,905.8854526173681,414.35517162883696,652.5687373753705,652.5683080924902,612.1900932491524,679.7047734392302,406.8380341703992,818.2526650821341,831.2816022558083,1425.0,Eugene,938.0
1232,0.7306450742886752,0.6446359819470141,0.44537759563680523,0.4426130439660101,0.43982008577007364,0.43781323609103595,0.42994107386669733,0.4293261450571238,0.42541458545427474,0.4250984285226488,0.423806946667399,0.4213633132746091,0.517191701412375,0.4207673473447286,0.41981829723438824,0.4179149207311869,0.41515635705115617,0.4053783476415193,0.39798977166097793,0.3976132683728605,0.39692603323065745,0.39572818966786555,0.39536344903420517,0.49735674898212506,0.4870683026870114,0.47759338818134683,0.47534200512105357,0.47169446097671924,0.46461225388653415,0.4469162016374557,917.0,917.0,1021.0,826.0,918.0,918.0,920.0,736.0,920.0,1021.0,917.0,892.0,917.0,1398.0,918.0,1021.0,995.0,1232.0,705.0,1021.0,1021.0,920.0,1235.0,920.0,826.0,1021.0,917.0,736.0,917.0,711.0,1050.0,2091.25,1145.0,860.0,1400.0,1435.0,970.0,627.5,995.0,1209.0,767.0,992.5,1350.0,1987.5,1195.0,1353.0,950.0,1795.0,654.0,1779.25,1518.0,922.5,2173.333333333333,887.0,916.25,1088.0,1185.0,612.5,1147.5,545.0,767.177328003109,1348.0949972466933,509.957347004142,380.64721781076867,615.748120078103,628.2619937906366,417.0428416506964,269.4021560233452,423.28751252700334,513.9440000838824,325.059928093895,418.2030884250495,698.2087969067063,836.2751028476481,501.68286519509394,565.4388877492959,394.39853919859837,727.6541340165271,260.28531066627954,707.453407752412,602.533718444138,365.05925496860596,859.2565625676724,441.1554363471449,446.2763323369742,519.6216063413053,563.2802760684485,288.91285734824055,533.142561334798,243.56932989241335,1042.5,Chicago,917.0
632,0.5253414488279483,0.4793826963343364,0.3575681733625384,0.35054090003984806,0.3470203707913956,0.33710305541343466,0.33273934560957935,0.3273013002382897,0.3222228081971898,0.313164047829962,0.3112822241937764,0.3106404254449062,0.46611380750007725,0.30722209831501057,0.3014942594668518,0.2994990954409439,0.2982933629506912,0.2974819302150477,0.29183271006592676,0.29173312974469867,0.2890897887376348,0.2864436029797841,0.2861698753553068,0.45636981994501996,0.4181903143033641,0.4154200439661187,0.40795140058014506,0.40162371245068623,0.37937691776743454,0.36759027506657993,1121.0,951.0,951.0,1192.0,1222.0,933.0,967.0,951.0,951.0,951.0,951.0,1082.0,951.0,951.0,1046.0,951.0,1150.0,951.0,1046.0,933.0,951.0,799.0,951.0,1092.0,951.0,951.0,951.0,892.0,967.0,1186.0,900.6666666666665,914.0,964.5,1085.75,1261.25,925.0,1063.5,1249.3333333333335,1355.75,1423.75,1639.5,1179.25,1158.0,989.0,595.0,1037.0,1467.5,1077.5,1339.3333333333335,999.0833333333333,1006.25,934.1666666666665,460.0,1034.0,731.5,1012.5,734.25,845.0,984.3333333333335,1029.5,473.15753157770536,438.15578444958345,344.8745032081683,380.59978221826503,437.6794426606477,311.82032625742704,353.86829405578766,408.9084244310366,436.85357221334004,445.8673130979084,510.34720656569635,366.3227217059057,539.7597890850894,303.84265523354543,179.38908438277684,310.5805619722588,437.74551013013934,320.5367798067139,390.86127634829796,291.4657077090993,290.896599917245,267.58606578361497,131.63814266344113,471.8863938231506,305.90621491291085,420.6127945156952,299.53831587597153,339.37203702082985,373.4333460557448,378.434188181044,911.5,Austin,951.0
1182,0.7763266912053486,0.6919806195552414,0.5876050387248303,0.5852911429321538,0.5742821009238726,0.5698123522391965,0.5648714494514151,0.5621712856355912,0.5480315811508457,0.5440417046183903,0.5385725515723135,0.5326892165325393,0.6870041806067075,0.523277585204611,0.5185905092429343,0.5170106459352213,0.5147949038668798,0.5141873067809787,0.5118668469562787,0.5050045788245002,0.5030976545527598,0.5019486732611035,0.49775063441146544,0.6855304820974468,0.6713035392159478,0.6683643838483808,0.6644399813677745,0.6530582434150567,0.6436671047650817,0.6313387368178061,920.0,1021.0,918.0,920.0,920.0,726.0,726.0,1157.0,1021.0,899.0,826.0,1236.0,1021.0,917.0,1973.0,1021.0,1021.0,1398.0,1021.0,1021.0,917.0,560.0,1236.0,1021.0,920.0,1398.0,917.0,1021.0,920.0,1021.0,877.0,1894.6666666666665,1400.0,2552.5,970.0,1479.5,1461.0,1375.666666666667,1287.0,1416.5,1546.75,1610.0,1130.0,1350.0,2243.75,1779.25,1518.0,2616.75,1310.5,2224.0,2091.25,1137.5,2608.333333333333,1353.0,2305.0,1987.5,1147.5,1533.5,887.0,1494.25,680.8385081870907,1311.0726138506639,822.6470542147624,1493.9556423343226,557.0536378961564,843.0373751378912,825.2771876485175,773.3602986060284,705.3166449411384,770.6350745919499,833.037094144476,857.6296386173883,776.3147240855795,706.4247400262249,1163.5874551138338,919.8911917802425,781.4586640699234,1345.499635019126,670.8015029362033,1123.1301833056884,1052.102970083459,570.9666158345052,1298.2995714232388,927.5227422778455,1547.3546578927596,1328.3742128986569,762.4448786195212,1001.4648162769895,570.9327219266274,943.3779074900067,1502.5,Chicago,920.0
286,0.48693370811518777,0.45831687509058827,0.42363314835483,0.4193525729202787,0.4146284726292258,0.41191967166181326,0.41098683752179693,0.4092816676657103,0.4068629317483848,0.40580665571027547,0.3972341557608652,0.3893097016008279,0.45312145718818675,0.3860258913167839,0.37521289217966175,0.3707089594415554,0.3661453408176778,0.3644830108382299,0.36227965651484306,0.36040610333986955,0.3586766137637654,0.35374527008772494,0.3534020057621793,0.45259016965495535,0.4498142334129952,0.44646169027383364,0.4396585931979016,0.43903454354776866,0.4346869351918242,0.43333290833876403,1000.0,944.0,889.0,1449.0,1140.0,951.0,1140.0,1140.0,960.0,892.0,990.0,1140.0,1149.0,1219.0,933.0,807.0,1186.0,1847.0,560.0,1082.0,1136.0,1136.0,1140.0,933.0,1046.0,944.0,958.0,1186.0,960.0,1186.0,1420.0,1251.5,1052.0,1154.0,972.75,973.3333333333335,1070.0,1501.8333333333335,1058.0,1002.5,1760.5,1361.25,1235.5,1496.1666666666665,1072.75,873.3333333333335,1310.0,944.0,1350.0,1012.5,1252.75,2344.333333333333,1392.75,1345.0,1154.5,998.6666666666665,1091.25,1354.0,1097.5,1293.5,691.4458655235667,573.5835691758713,445.6620720692812,483.93286915000164,403.3298467500794,400.93514708416495,439.75591614832274,614.6728512226193,430.4609817897911,406.82117234955115,699.3307312170032,529.947831304127,559.8315603560047,577.5590710584614,402.50963008573217,323.7524912456251,479.65039647115793,344.07196223128904,489.07753629503816,364.9111796316179,449.33212789255714,829.2968281756564,492.2006435252752,608.733778185915,519.3105324753029,445.8664080201351,479.7774398272102,594.4527719636787,477.0689113730271,560.5161169361912,1026.75,Chattanooga,780.0
914,0.3393547395266652,0.3393547395266652,0.2844645930924103,0.2843244809881289,0.2735251141966444,0.2679483760790247,0.26629164304945807,0.2652378887502258,0.2598235581598543,0.2595712848183616,0.2593451705407089,0.2552466839388091,0.32841676718890733,0.24758805053893226,0.24620358544987536,0.24503065698371576,0.24401699229635745,0.24350472194480902,0.24267604189027542,0.24158843256735713,0.24146227784294771,0.2379228883177408,0.23132377823430847,0.32353970288958883,0.3026370754061108,0.29980502053000757,0.2965099091056499,0.29532501677421497,0.2927367898513265,0.28941315237937354,1973.0,1973.0,1398.0,1140.0,1304.0,1734.0,920.0,314.0,918.0,1188.0,1092.0,797.0,1683.0,1120.0,1236.0,901.0,898.0,1847.0,1209.0,1209.0,1847.0,1362.0,1683.0,1304.0,1307.0,1167.0,1412.0,1186.0,944.0,1814.0,1590.0,1590.0,2826.833333333333,1812.5,1700.0,1540.833333333333,2337.25,1337.5,1325.0,1458.0,1950.0,1124.0,2695.0,1150.0,1893.25,1248.75,1145.0,2743.6666666666665,1596.0,1379.166666666667,2490.0,1587.5,1279.0,1746.0,1500.25,2527.75,2712.5,991.25,986.6666666666665,3006.0,539.5740358473976,539.5740358473976,804.1339939067284,515.3381217909837,464.99269413429545,412.8637894750972,622.3901427173458,354.755676203427,344.266214561807,378.45493326517123,505.7230825543823,286.89727274722145,885.0831875741053,284.7262581197721,466.12493815297654,305.9820329084151,279.39945617932926,668.0957887759076,387.31096285687954,333.19071324914677,601.2410718289398,377.70258520441354,295.8631123616805,564.9003212452221,454.0312723780177,757.8321406447267,804.2831284490753,292.7409228774406,288.83363265330877,869.9759360523968,2230.25,Chicago,1814.0
1373,0.6300408914048364,0.48594755610128704,0.38582751243339714,0.3810017720877615,0.37655457094116657,0.3711329769171936,0.36751824678819994,0.36443754935281264,0.3605012812736528,0.34432928059152224,0.338277189888661,0.3360589064094776,0.42637242752537374,0.3357764473936891,0.3202506000320196,0.3179374166922382,0.3177954585877286,0.31192011525224494,0.3081547740452578,0.3079375698739734,0.30581321855946525,0.3044285605809637,0.3044285605809637,0.4243788274661652,0.4208234522927076,0.4091205509192213,0.3926334186522399,0.3918764447044008,0.3869100665598922,0.3862206620995252,2211.0,2440.0,1947.0,2211.0,1816.0,2440.0,2440.0,2440.0,1930.0,2211.0,2211.0,2251.0,2211.0,1814.0,2185.0,1814.0,2211.0,1930.0,2440.0,1847.0,2211.0,1973.0,1973.0,1847.0,2114.0,2053.0,1973.0,2849.0,1973.0,2440.0,3876.0,4687.5,5655.0,4399.0,4572.5,5620.0,6788.5,3542.5,6117.666666666666,5543.333333333332,4403.75,8760.0,3483.75,2140.0,5361.666666666667,3105.166666666667,3850.0,5427.5,4463.75,2909.666666666667,4050.0,4074.5,4074.5,3091.0,5497.5,5815.0,2624.0,4480.0,3361.25,8895.0,2442.038495085146,2277.879169224783,2181.854582810861,1676.0267954140627,1721.795775628484,2085.767330274628,2494.8976183216955,1291.0200185823387,2205.4266717384494,1908.731978745671,1489.6881749721908,2943.876020147024,1485.3749443915208,718.5615974224947,1717.0769671716785,987.2486683988484,1223.5125155627552,1692.9464255315595,1375.5258726445195,895.9956824766381,1238.5435351658343,1240.3941700871364,1240.3941700871364,1311.7549556979166,2313.47692897916,2379.0360035952717,1030.2700905434774,1755.6064722757155,1300.5014612244377,3435.4327893752766,5161.5,Newyork,2211.0
445,0.838172345657727,0.7533863368180488,0.4834913654737253,0.47833425792328654,0.4751618746694635,0.4733056958166396,0.46295113587334585,0.45551030835122946,0.4542240290799175,0.45097913600388195,0.44715570666691046,0.44369579417455907,0.5976672541360004,0.44104323369268955,0.4352509553102591,0.43382792697059636,0.419371819828574,0.41447252046227734,0.4124884689913469,0.4082035704637736,0.4054716432967753,0.4004266860715926,0.39855525069930914,0.5922075897361847,0.5847653963738842,0.584567176378023,0.5512813121213813,0.5491652955923688,0.5410287957550587,0.5180103045889851,1140.0,1140.0,1140.0,998.0,1140.0,998.0,960.0,1082.0,1307.0,1092.0,1398.0,1150.0,1140.0,951.0,1140.0,1167.0,889.0,1149.0,998.0,1140.0,960.0,1100.0,998.0,1240.0,889.0,998.0,1140.0,951.0,696.0,951.0,1005.5,1261.25,1226.25,942.5,901.25,887.0,1105.6666666666667,1262.5,1542.333333333333,1446.6666666666665,3862.5,1345.8333333333335,1349.0,1503.0,1075.25,1814.0,788.0,768.5,1464.0,1085.0,1130.0,978.5,2481.25,1312.0,5535.0,2058.333333333333,1798.0,1193.75,644.0,1332.5,842.7822935588446,950.208517311764,592.8812869121556,450.8300380926976,428.239639545854,419.8221521893593,511.86963923062945,575.0817642934272,700.5648608509259,652.4164834189492,1727.1389170009415,597.1405896599275,806.2531258294646,662.8879802401124,468.00358969735606,786.9638595246618,330.46499402491634,318.52213197526015,603.8831186033318,442.9008739531943,458.1829569253561,391.81751232105336,988.9152157976608,776.9763577338744,3236.676468929449,1203.2341047114305,991.2037991942436,655.5660716133902,348.4225444662578,690.2487308648226,1630.8333333333335,Austin,1140.0
192,0.5004225632506852,0.4883263758813885,0.40610396508869084,0.4031368611740389,0.375530396608317,0.3749423348776403,0.3651467938690875,0.3614753003314125,0.3596145439627252,0.35953380563849563,0.3538578346481694,0.34780409498063514,0.4821410791688507,0.3472199656075586,0.3458236886379068,0.3454665061089768,0.3446596907831659,0.3358574906412764,0.3343631303869558,0.32639161041744025,0.3261123492044755,0.31823564821831596,0.31796820665846504,0.4627028724134574,0.4464206043489753,0.43799294569386255,0.42556983465383225,0.4246486375271768,0.421611219391866,0.4082634498029068,1131.0,1131.0,1229.0,960.0,910.0,1449.0,1136.0,1136.0,1149.0,1683.0,1131.0,1209.0,1121.0,1140.0,967.0,794.0,960.0,1304.0,910.0,1019.0,1240.0,1092.0,1209.0,1131.0,1449.0,1209.0,1240.0,1140.0,1683.0,944.0,1274.1666666666667,1498.833333333333,1399.0,881.5,1405.833333333333,1770.5833333333335,1104.5833333333335,1252.75,1235.5,2770.0,850.0,1171.6666666666665,1487.3333333333335,1501.8333333333335,961.5,983.3333333333335,1058.0,1700.0,986.0,1060.1666666666667,1155.75,1462.1666666666665,1596.0,933.3333333333335,1154.0,1166.1666666666665,1350.6666666666667,1070.0,4151.25,1251.5,637.6217493419148,731.9198497168876,568.1394471590785,355.3651431249153,527.9331492318589,663.8666490954353,403.3350627278963,452.838182490177,444.303769065947,995.9086416186329,300.779159450944,407.51046461897744,717.1044984171373,521.4665183482851,332.50947662534736,339.70873100716057,364.6499528485895,570.9577340901699,329.6820465615384,346.0295056442229,376.9043475930726,465.31355696988095,507.4772578269102,431.8560142525603,515.1693774187174,510.772773503326,574.8029900057761,454.3740421540792,1750.213574500484,510.94170742833785,1113.6666666666667,Columbia,1131.0
1185,0.7551477994457462,0.5795990140376539,0.4697657773064993,0.4654844065757424,0.46130447061011104,0.46043857998708576,0.45970154875707847,0.45526229176188643,0.4496789851429452,0.4443030513045171,0.4442048376989473,0.44285448479089173,0.5072271945415773,0.4301970778029575,0.4285291445625083,0.42715838932399114,0.4270315432868983,0.4269405015039937,0.42676708089637083,0.4190295322991928,0.41714918764645714,0.41507948892079954,0.4131478490206712,0.5050055825577088,0.5024862236957739,0.4930801742429715,0.4913043512271887,0.4897376542973392,0.4772871493141175,0.47279898612341453,1370.0,1236.0,1370.0,1370.0,663.0,1426.0,1426.0,920.0,1370.0,920.0,1370.0,1426.0,1236.0,2056.0,1370.0,826.0,918.0,840.0,1370.0,1370.0,1021.0,1370.0,1426.0,1021.0,1021.0,1426.0,1847.0,995.0,918.0,826.0,1270.0,1355.0,1380.0,1730.0,475.0,1650.0,1405.0,1200.0,2987.5,1425.0,1462.5,1440.0,1610.0,4302.0,2280.5,706.25,975.0,595.0,1468.5,1295.0,1172.5,1731.0,4904.583333333334,1514.5,1542.5,1385.0,1643.75,975.0,925.0,906.25,959.0377052960977,785.3566640210211,648.2767726829691,805.2880233760344,219.11962353980275,759.7236569786915,645.8806760036953,546.3147501142637,1343.4159681145488,633.1318481089369,649.6495751347104,637.7104580988841,816.6357832119394,1850.7078287083232,977.2607141748001,301.68061246006874,416.3557547047258,254.02959839487625,626.7074582963205,542.6432443274547,489.107422515471,718.502595321904,2026.3180545093005,764.83095478365,775.0850000507312,682.9160413265156,807.5815273296914,477.4942129399057,441.4906131155587,428.4740811743444,1321.25,Chicago,1370.0
955,1.0000000000000009,0.6106922384394052,0.4447491014244694,0.4411078235558562,0.4406937851515368,0.4308348001073415,0.4109744545143442,0.40137309433721385,0.39839707543734215,0.39690787406746486,0.3962017611371631,0.3948977957513652,0.6099888943809031,0.3854135189060106,0.3854135189060106,0.3780866342887519,0.3765033716191139,0.37512091730511904,0.37159267137200075,0.36975022209273045,0.36854781662562885,0.3669910925764531,0.3613716461254803,0.5516524753643242,0.5361358030538462,0.5244378692824325,0.5064724657920372,0.4971990208223644,0.48342048517923536,0.46578239229245944,1816.0,1398.0,1816.0,1398.0,3339.0,1816.0,1930.0,2442.0,1398.0,1973.0,1973.0,1973.0,1816.0,1973.0,1973.0,2114.0,1847.0,1816.0,2440.0,1412.0,1816.0,1398.0,2060.0,1816.0,1398.0,1816.0,1973.0,1973.0,1816.0,1816.0,2250.0,1962.5,2788.333333333333,2225.0,4120.0,3425.0,2993.75,5995.0,2179.25,5223.666666666666,2289.0,3361.25,2338.75,1590.0,1590.0,5366.5,2506.5,2565.25,3550.0,2952.0,2481.5,2760.0,2110.5,3449.416666666667,2917.5,3955.0,2236.25,2395.0,1540.0,2743.75,2250.000000000002,1198.4835179373329,1240.1087444718953,981.46490741178,1815.6583948243315,1475.6091903676445,1230.354773202318,2406.231700551597,868.2068266468278,2073.314431503747,906.9058312429663,1327.3502159692762,1426.611526733337,612.8074950605569,612.8074950605569,2029.001922910587,943.705700963309,962.2789331169566,1319.1539833706026,1091.5026556177404,914.551406956498,1012.8954155110106,762.6748591478262,1902.8792427296225,1564.1762054095964,2074.151773012021,1132.5990516274433,1190.7916548695628,744.4675471760224,1277.9904388524355,2250.0,Chicago,1816.0
814,0.4021982939518965,0.37632101546870544,0.27219211874659416,0.26757940304376054,0.26753898840445534,0.2654406679081335,0.26436683245614157,0.2604646021933926,0.2568557436760018,0.24944640053603448,0.24830891942838818,0.24688770812121932,0.3451091533229891,0.24411964425779137,0.24031191791679116,0.23807675278643958,0.23693535896902365,0.23692553071988393,0.23505254152374655,0.23333113669561079,0.2330943350235708,0.2315794556267967,0.23112210434724753,0.30997969496937644,0.3055516291810962,0.27964144234304406,0.27964144234304406,0.27964144234304406,0.27925059061424395,0.27523355307766345,970.0,1092.0,1024.0,901.0,769.0,1188.0,889.0,967.0,933.0,891.0,1734.0,1140.0,1100.0,933.0,1087.0,951.0,765.0,765.0,1092.0,951.0,1087.0,1082.0,1131.0,677.0,767.0,951.0,951.0,951.0,1087.0,1309.0,1059.1666666666667,1018.3333333333335,845.0,1077.3333333333333,760.8333333333335,925.0,1025.0,1419.666666666667,979.6666666666665,759.0,1540.833333333333,1330.0,822.5,1011.5,1320.0,899.0,704.1666666666665,704.1666666666665,1034.0,1275.0,1258.75,987.0,1274.1666666666667,864.0,669.0,1049.6666666666667,1049.6666666666667,1049.6666666666667,1599.166666666667,1199.0,425.9950263440504,383.2202340856318,230.00234034087205,288.272210212478,203.5525803443898,245.53261781502346,270.9760032675451,369.77291358055317,251.63301022125637,189.32981800685016,382.6026600192414,328.3606518012217,283.85227860815854,246.92702016675597,317.2117316501643,214.0310007550092,166.84198194068745,166.83506121525156,243.04432793555392,297.49719928690376,293.40749421091977,228.56892270364833,294.48808128911793,267.82245645354124,204.41403992215334,293.5303006460819,293.5303006460819,293.5303006460819,446.56823615727853,330.0050301401185,887.5,Austin,889.0
498,0.6146047625630777,0.6040712912611567,0.4519414958612773,0.4501559213177755,0.4500685120282174,0.4345635121109399,0.42407262164434884,0.4040227040069239,0.39675563046347806,0.39212529629625303,0.38635584149831725,0.3832187273921705,0.6012925983445137,0.37905685998623734,0.3764498492125955,0.3706945254282881,0.3679876557591043,0.36639348239981195,0.36639348239981195,0.3657642272750197,0.36524798374976164,0.36380613736050393,0.3618987340730985,0.6002425303636875,0.5756163109406468,0.5585152542093808,0.5577031583149297,0.489106559849968,0.4831767779925937,0.48308328612053786,1240.0,1188.0,848.0,933.0,1067.0,1149.0,1304.0,1307.0,780.0,1067.0,1167.0,1222.0,1038.0,1407.0,1307.0,970.0,910.0,1121.0,1121.0,1240.0,1067.0,1082.0,1188.0,767.0,1192.0,968.0,1309.0,951.0,1038.0,1067.0,1375.8333333333335,1482.5,872.3333333333335,1387.5,1258.5,768.5,1479.0,1316.5,1106.6666666666667,1444.0,2086.25,969.5,983.0,1897.583333333333,1542.333333333333,1059.1666666666667,1032.5,1299.0,1299.0,1312.0,1204.8333333333335,1262.5,1406.0,556.25,1533.3333333333335,1016.6666666666665,1199.0,460.0,856.3333333333335,1176.5,845.5937191597012,895.5356892946647,394.24363155632096,624.5913408284135,566.4112223875117,333.9620590572573,627.203407411992,531.8958898251153,439.07623104624906,566.2289278517894,806.0348743258644,371.5305562067093,591.070624172657,719.2919798955508,580.611150768893,392.6272848494619,379.9472545712752,475.94513363735575,475.94513363735575,479.8826661848259,440.06294575450454,459.3052484176362,508.82962010677653,333.88490751480117,882.6116767756586,567.823841779537,668.6860868196006,224.98901753098528,413.7603808876578,568.3474861208128,1168.9166666666665,Austin,1309.0
410,0.5104449525510913,0.4021982939518965,0.28863290046119905,0.27796991622758294,0.26447075558356065,0.2639206925678705,0.26391287277493974,0.2625693436951952,0.2620613926139422,0.25962845838467485,0.2570825233822327,0.25580509157824805,0.3706945254282881,0.25493141068834896,0.25271259281769065,0.2522652826804317,0.2465773511135632,0.24368481530966424,0.24336191992568343,0.24223172312224686,0.23934274691187438,0.2356853615375863,0.23209274058876697,0.3536397138350952,0.3322472285762876,0.31917070072430254,0.3161874905946516,0.3101532903358135,0.3042931241004081,0.30155910578968176,767.0,889.0,858.0,1309.0,901.0,848.0,967.0,1222.0,1240.0,769.0,629.0,951.0,1309.0,803.0,1192.0,1087.0,1000.0,891.0,1100.0,1304.0,951.0,1100.0,1092.0,898.0,1188.0,1000.0,1024.0,968.0,709.0,1092.0,556.25,887.5,995.0,1199.0,1337.5,872.3333333333335,940.0,1266.8333333333335,1375.8333333333335,592.5,607.0,460.0,1168.9166666666665,650.0,1533.3333333333335,1320.0,659.0,745.0,822.5,1479.0,1860.0,993.3333333333335,1018.3333333333335,1030.0,1482.5,779.0,845.0,1016.6666666666665,728.0,1034.0,283.93500485654454,356.95098588230815,287.18973595889304,333.28592955687196,353.72963559301235,230.2268174833724,248.07810040844336,332.63159690452983,360.55279933801546,153.82986159291985,156.04909169301524,117.6703421259941,433.3110090152164,165.7054169474268,387.492642320459,332.99017313816984,162.49447438383814,181.54518740569986,200.1651791388746,358.2607184978031,445.17750925608635,234.1141257940024,236.34777416622774,364.248905250148,492.55651636434635,248.63397586423167,267.1784295524806,315.32251184141035,221.52539434509708,311.81211538653093,1059.1666666666667,Austin,970.0
