,"('Cosine_sim', '0')","('Cosine_sim', '1')","('Cosine_sim', '10')","('Cosine_sim', '11')","('Cosine_sim', '12')","('Cosine_sim', '13')","('Cosine_sim', '14')","('Cosine_sim', '15')","('Cosine_sim', '16')","('Cosine_sim', '17')","('Cosine_sim', '18')","('Cosine_sim', '19')","('Cosine_sim', '2')","('Cosine_sim', '20')","('Cosine_sim', '21')","('Cosine_sim', '22')","('Cosine_sim', '23')","('Cosine_sim', '24')","('Cosine_sim', '25')","('Cosine_sim', '26')","('Cosine_sim', '27')","('Cosine_sim', '28')","('Cosine_sim', '29')","('Cosine_sim', '3')","('Cosine_sim', '4')","('Cosine_sim', '5')","('Cosine_sim', '6')","('Cosine_sim', '7')","('Cosine_sim', '8')","('Cosine_sim', '9')","('SE_T104_001', '0')","('SE_T104_001', '1')","('SE_T104_001', '10')","('SE_T104_001', '11')","('SE_T104_001', '12')","('SE_T104_001', '13')","('SE_T104_001', '14')","('SE_T104_001', '15')","('SE_T104_001', '16')","('SE_T104_001', '17')","('SE_T104_001', '18')","('SE_T104_001', '19')","('SE_T104_001', '2')","('SE_T104_001', '20')","('SE_T104_001', '21')","('SE_T104_001', '22')","('SE_T104_001', '23')","('SE_T104_001', '24')","('SE_T104_001', '25')","('SE_T104_001', '26')","('SE_T104_001', '27')","('SE_T104_001', '28')","('SE_T104_001', '29')","('SE_T104_001', '3')","('SE_T104_001', '4')","('SE_T104_001', '5')","('SE_T104_001', '6')","('SE_T104_001', '7')","('SE_T104_001', '8')","('SE_T104_001', '9')","('rent_final', '0')","('rent_final', '1')","('rent_final', '10')","('rent_final', '11')","('rent_final', '12')","('rent_final', '13')","('rent_final', '14')","('rent_final', '15')","('rent_final', '16')","('rent_final', '17')","('rent_final', '18')","('rent_final', '19')","('rent_final', '2')","('rent_final', '20')","('rent_final', '21')","('rent_final', '22')","('rent_final', '23')","('rent_final', '24')","('rent_final', '25')","('rent_final', '26')","('rent_final', '27')","('rent_final', '28')","('rent_final', '29')","('rent_final', '3')","('rent_final', '4')","('rent_final', '5')","('rent_final', '6')","('rent_final', '7')","('rent_final', '8')","('rent_final', '9')","('weighted_rent_final', '0')","('weighted_rent_final', '1')","('weighted_rent_final', '10')","('weighted_rent_final', '11')","('weighted_rent_final', '12')","('weighted_rent_final', '13')","('weighted_rent_final', '14')","('weighted_rent_final', '15')","('weighted_rent_final', '16')","('weighted_rent_final', '17')","('weighted_rent_final', '18')","('weighted_rent_final', '19')","('weighted_rent_final', '2')","('weighted_rent_final', '20')","('weighted_rent_final', '21')","('weighted_rent_final', '22')","('weighted_rent_final', '23')","('weighted_rent_final', '24')","('weighted_rent_final', '25')","('weighted_rent_final', '26')","('weighted_rent_final', '27')","('weighted_rent_final', '28')","('weighted_rent_final', '29')","('weighted_rent_final', '3')","('weighted_rent_final', '4')","('weighted_rent_final', '5')","('weighted_rent_final', '6')","('weighted_rent_final', '7')","('weighted_rent_final', '8')","('weighted_rent_final', '9')",rent_final,city_final,SE_T104_001
1146,0.6436671047650817,0.5848845089849825,0.4880424889804034,0.478618987808122,0.4709382838560576,0.4674779625994515,0.4587090647644655,0.4576602369007121,0.44033745702619415,0.44022811905317644,0.43785667047644944,0.43349200187851833,0.5346649758158053,0.43322832543664735,0.4331295852540667,0.4299007281331789,0.4285148828933499,0.4263483159782088,0.41574400001079925,0.4135458413826682,0.4120681361049953,0.4105883171134218,0.40486823611192835,0.527496522117869,0.5228410990806361,0.5174556185994099,0.5106058201370741,0.504322466599443,0.501434567422172,0.49735674898212506,920.0,920.0,826.0,826.0,918.0,920.0,726.0,920.0,920.0,1021.0,945.0,1021.0,920.0,920.0,826.0,1021.0,1398.0,856.0,1021.0,1021.0,892.0,918.0,920.0,917.0,920.0,920.0,726.0,917.0,920.0,917.0,1502.5,1200.0,860.0,916.25,1050.0,970.0,1479.5,877.0,1425.0,1407.5,1345.0,1894.6666666666665,1345.0,2552.5,906.25,1494.25,1987.5,825.0,1353.0,1209.0,992.5,950.0,2305.0,1350.0,922.5,1187.5,1461.0,2091.25,995.0,1042.5,967.1098249095353,701.861410781979,419.71654052314693,438.5346475791918,494.4851980488605,453.453623721468,678.6600613190267,401.3680277619245,627.4808762623267,619.6210775673459,588.9172217908244,821.3228462258327,719.1243924722581,1105.8153006770424,392.5236866364979,642.3791630130027,851.6733297505328,351.73736068202226,562.5016320146113,499.97692223164586,408.97762508420783,390.05890125775073,933.2212842379948,712.1203048591232,482.32091390188685,614.4785470867993,745.9951032202653,1054.6643582760853,498.9273945850611,518.4944108138653,887.0,Chicago,920.0
523,0.4974518761924173,0.4883294071483277,0.3973366264723863,0.39585668315117845,0.39385882550859125,0.37137991986536084,0.36502569649327327,0.36354794809970165,0.36248378087689853,0.35114532797857206,0.34876879736283334,0.348382392787462,0.47857808273214236,0.34635285823504197,0.3432795958172027,0.34067844023593874,0.33807479481264074,0.3357825338098764,0.335378928725393,0.3322272721403705,0.3321809453793935,0.3291681363943785,0.32720730526347663,0.4567579970768965,0.44120623347764265,0.4300714936493118,0.4287106566422668,0.4240643440902468,0.4181233892504294,0.4040083734907309,998.0,998.0,892.0,998.0,891.0,998.0,998.0,677.0,998.0,970.0,1192.0,910.0,799.0,888.0,1046.0,892.0,1186.0,998.0,933.0,944.0,998.0,960.0,1150.0,998.0,933.0,892.0,933.0,1219.0,1192.0,951.0,1228.0,985.0,982.5,1056.25,745.0,891.1666666666667,981.75,864.0,1051.25,1129.5,1085.75,1001.25,934.1666666666665,708.75,595.0,845.0,1029.5,2632.5,1213.3333333333335,821.6666666666665,1033.0,1064.25,875.25,940.0,925.0,1090.0,999.0833333333333,1105.0,945.0,914.0,610.8709039642885,481.0044660411028,390.3832355091196,418.1236215784322,293.4248250039005,330.96140525334744,358.363977532271,314.1054271581422,381.0610746468396,396.61864795179713,378.6757217366963,348.8178707784464,447.0716922856096,245.477588274086,204.2513595112356,287.87328199936826,348.04800125961367,883.9475202544995,406.9264335201435,272.9800752753377,343.14291657691354,350.3171891577173,286.3881939318579,429.3525172522827,408.1157659668194,468.77792807774983,428.317671873678,468.5911002197227,395.12660284165577,369.263653370528,1084.75,Austin,998.0
499,0.6013923342732975,0.5344909521831823,0.39475950452894115,0.392421044062513,0.3797947137207539,0.3767779545066448,0.37526737206198674,0.374737233761124,0.3702139899978412,0.3701934911220725,0.36090266716784064,0.3602733443952937,0.48811442167388575,0.3555618067649556,0.35156419980436265,0.3442120031697489,0.344142664363043,0.3440373334060728,0.3425734986655542,0.3416199696018946,0.3411484348928676,0.33308560435873447,0.32962592304562766,0.4469424925096716,0.417893901098764,0.4170142612975891,0.4090438124814192,0.4023127140807147,0.3966814474561901,0.3959171553056618,1489.0,958.0,1930.0,1150.0,1136.0,1167.0,1038.0,1038.0,1087.0,910.0,1188.0,960.0,960.0,1209.0,898.0,1082.0,1222.0,869.0,1222.0,1092.0,960.0,1087.0,1046.0,889.0,1304.0,1067.0,1186.0,1186.0,960.0,1149.0,1550.333333333333,806.25,3438.25,1345.8333333333335,1194.0,2329.5,983.0,856.3333333333335,1421.5,713.0,1406.0,974.25,1130.0,1570.3333333333335,1465.0,1262.5,1850.0,866.6666666666665,952.5,1446.6666666666665,979.6666666666665,1631.75,1275.6666666666665,788.0,1441.0,1258.5,1607.5,2058.75,1105.6666666666667,768.5,932.3585822350354,430.93333019769074,1357.281866446632,528.1333218007987,453.4748881825802,877.7042450232291,368.88782673693294,320.89998451077594,526.2591867819312,263.9479591700377,507.42915003798396,350.99630577711486,551.569296491491,558.3505572232353,515.0415527133913,434.567654001808,636.6639290716296,298.1656889519297,326.3012574789404,494.2102226907408,334.2117500500459,543.5124349123649,420.49280249853894,352.1906840976212,602.1851114833189,524.8124478430159,657.5379285638813,828.2613001136714,438.59745373739423,304.26233385240107,1372.8333333333335,Austin,1222.0
810,0.5668076298502837,0.4854195341255671,0.4138793703239908,0.4015120800022749,0.4003621317847047,0.3993657314890493,0.39482345952722675,0.39033904968530686,0.38087920305962486,0.37251169276566193,0.36759027506657993,0.366716388996052,0.4712988297153938,0.365738038644957,0.36474373036284274,0.3645996341009094,0.36413937020469767,0.36198200552292037,0.3593797356707046,0.3570864104057992,0.3542559236941697,0.3537269706232332,0.35267951736312014,0.4699602223121792,0.4614652524970843,0.46043021460490635,0.44617530326066795,0.43326185341480267,0.4237232863542884,0.4200107194710322,1092.0,892.0,951.0,1046.0,1307.0,736.0,933.0,951.0,1307.0,933.0,951.0,1449.0,1092.0,677.0,891.0,1407.0,958.0,1167.0,1046.0,1150.0,1024.0,711.0,1136.0,901.0,933.0,1046.0,933.0,1192.0,1219.0,1019.0,1034.0,845.0,1158.0,1339.3333333333335,1602.5,575.0,979.6666666666665,734.25,1302.5,925.0,911.5,1770.5833333333335,1534.333333333333,864.0,745.0,1440.3333333333335,1197.5,1475.8333333333335,595.0,3753.0,860.0,630.0,1360.0,1337.5,999.0833333333333,1005.0,1019.0,945.0,1105.0,748.3333333333335,586.0790892651933,410.1795063361042,479.2723108351814,537.758512483047,641.5803161849893,229.63529560620336,386.79538251683977,286.60644723143656,496.0951619851614,344.5733158082373,335.0585357231876,649.3019264165931,723.129504393319,315.99766538924285,271.73407912031786,525.1450063166766,436.0568958201255,534.2251098175767,213.83094272406922,1340.1452982529643,304.6600943769859,222.84799149263694,479.64414361384337,628.5717973425396,461.0422426822953,462.7323656779309,454.65263402262065,409.43245147698855,468.2142314214887,314.3080217374891,1029.5,Austin,1186.0
397,0.5914033157409188,0.48060743607116213,0.39053271521944033,0.3783179323412629,0.3676156163932158,0.3664781755394881,0.3643945100960239,0.3595483233101169,0.3548313632632847,0.3546774369875168,0.3538107703798202,0.3464791041422338,0.4548761599945433,0.3410468371364033,0.3366684273703718,0.3358111036452666,0.33028213660889955,0.3217122645625525,0.31982240810225215,0.31863711267610645,0.31208510046558957,0.30995036465249165,0.30920849005161594,0.4502526476099048,0.42761298217794774,0.4196402607414197,0.4012664180784413,0.4010705540030223,0.40106819852018716,0.3932489260053869,1150.0,1188.0,910.0,1407.0,1489.0,944.0,1150.0,1307.0,1000.0,951.0,1186.0,960.0,1167.0,1150.0,1136.0,1186.0,951.0,1222.0,1046.0,1304.0,1100.0,1449.0,1222.0,1167.0,1087.0,1407.0,1150.0,1222.0,1167.0,1449.0,3753.0,2082.333333333333,1028.5,1382.5,2152.5,1075.6666666666667,1446.25,1302.5,1581.0,1249.3333333333335,1196.25,1009.0,1935.0,1182.5,1360.0,1029.5,1639.5,1261.25,875.0,1439.1666666666665,1607.5,1770.5833333333335,1127.8333333333335,2187.75,1806.1666666666665,1440.3333333333335,1389.833333333333,1335.3333333333333,2068.25,2382.75,2219.536643975668,1000.7848843788498,401.6628976031944,523.0245414617959,791.2926142863971,394.2083574886427,527.0055602263745,468.31169111142725,560.9883853192531,443.1103446097377,423.24613406685995,349.59741607951395,880.1853695894413,403.2878849137969,457.8690612237056,345.717531202802,541.4975629702908,405.7595936795193,279.8446070894706,458.57191132636314,501.67679899843523,548.7929498142909,348.73564202988086,985.0402298085693,772.3403146437365,604.4218555545582,557.693443392687,535.5628797787024,829.5093015893771,937.0138784393357,1813.0,Austin,1362.0
665,0.650128380560935,0.6199450905481425,0.39287626026068123,0.39053026177836564,0.38890174629005936,0.3727466193562071,0.36446108974369723,0.35905067228793425,0.35470123770227313,0.35269243228461983,0.3480109480846052,0.34678389520187314,0.5719153727216786,0.34570722277649685,0.3431995666323198,0.3430469310530074,0.33913564492927567,0.33433443571740296,0.33331371253572645,0.33182108007137495,0.3288083966841015,0.32859202894620154,0.32527934134931086,0.5616681991262669,0.5169198392441041,0.49407892330090203,0.46317007309036984,0.4473143490431893,0.4254491258308984,0.41015935867502595,1449.0,1449.0,1734.0,889.0,1219.0,910.0,2256.0,1157.0,1362.0,1362.0,1092.0,1092.0,1449.0,1304.0,958.0,1157.0,1186.0,1186.0,988.0,1167.0,1140.0,1167.0,990.0,1449.0,901.0,1449.0,1449.0,1407.0,1186.0,1362.0,1966.333333333333,1966.333333333333,1830.0,941.5,1488.75,714.0,6693.25,1375.666666666667,3750.5,1782.5,1638.0,1539.666666666667,5422.666666666667,1441.0,1540.0,795.0,1607.5,2125.0,965.0,1096.25,1020.6666666666665,1919.0,1782.5,1647.25,1073.75,1254.0,2382.75,1897.583333333333,1196.25,2844.5,1278.369105642985,1219.018696381164,718.9635562770467,367.68424146433125,578.9774747893259,266.1410862203319,2439.4291889270016,493.93404151076834,1330.3069920023754,628.6742605473348,570.0419329625834,533.9316039791507,3101.306427812089,498.16410802093196,528.5273326137725,272.72231018714086,545.1605492238107,710.4606758994813,321.647732596976,363.7588590282448,335.60377021557287,630.5681035477608,579.8104259551466,925.2079410107431,555.0426773883568,619.5749698193312,1103.6184916560787,848.8162535052052,508.9435167752122,1166.6982957511113,2036.25,Austin,1449.0
128,0.8496137989699328,0.6229507925841411,0.44284036047836806,0.43917169239553494,0.4312153810837004,0.4195295777201035,0.4184317492206563,0.41147624804017935,0.41147624804017935,0.4101083823661781,0.40331770332744304,0.39943103944171965,0.6191766492800177,0.3993533183881228,0.3964107005894665,0.39006915732666514,0.3900691003492193,0.3866145133401344,0.3860375378596784,0.38537158659459436,0.3851630453093733,0.38024375795592347,0.37782029640400827,0.5547138011931229,0.5238410001379161,0.5178111652281658,0.48645249095789556,0.4667379576743057,0.4544761076457603,0.44929319412330215,944.0,944.0,944.0,960.0,1186.0,1024.0,1186.0,1021.0,1021.0,933.0,944.0,869.0,944.0,799.0,990.0,990.0,990.0,1021.0,990.0,938.0,840.0,799.0,990.0,944.0,944.0,944.0,1021.0,1021.0,1021.0,944.0,800.0,885.0,901.6666666666665,1369.5,2058.75,865.0,909.1666666666667,1810.25,1810.25,850.0,971.6666666666665,860.0,705.0,682.5,2069.5,1782.5,1782.5,1310.5,2156.25,644.0,779.75,878.75,1981.4166666666665,882.5,730.3333333333335,745.0,2556.833333333333,2945.0,2257.0,1202.8333333333333,679.6910391759462,551.3114514369648,399.29439169799514,601.4456327356851,887.7646658060681,362.8930847278895,380.4241986664467,744.8748780147347,744.8748780147347,348.59212501125137,391.8903683998321,343.5106939198789,436.51953774241247,272.55863979989385,820.3719448699009,695.2982729347806,695.2981713724835,506.6583197322461,832.3934410099316,248.17930176691877,300.33088457998383,334.1392023037678,748.619432299842,489.5349295529309,382.57854376739147,385.76931809498353,1243.777943964179,1374.5432853508303,1025.7525749564809,540.4248303313119,675.0,Columbia,944.0
16,0.5633824649662957,0.4968712636829227,0.38252778208049215,0.3664229320561982,0.3595594402897034,0.35582233362201243,0.35155686449069695,0.3494282408784883,0.3480618186843069,0.34299288457597377,0.3346870762330113,0.3341952248388339,0.4731081595965112,0.32604454001681216,0.3087281401337355,0.30697974328490657,0.305491542147996,0.3020765455591553,0.30161258528182483,0.2937772568335563,0.2932812484666616,0.2930407400990103,0.29259349798966194,0.4667639253981147,0.4546289098230358,0.44173670075921917,0.4218645702146741,0.4090905836583356,0.402940291138575,0.3959467239146063,898.0,898.0,898.0,898.0,898.0,1024.0,898.0,858.0,1370.0,920.0,858.0,920.0,898.0,858.0,945.0,898.0,892.0,1021.0,898.0,920.0,1087.0,869.0,898.0,898.0,898.0,898.0,898.0,898.0,858.0,920.0,1220.0,2000.0,1115.0,1125.0,987.5,865.0,1465.0,1095.0,1321.25,995.0,1000.0,922.5,950.0,795.0,1345.0,1238.75,992.5,1533.5,1291.5,2305.0,1631.75,860.0,1245.0,1075.0,775.0,1147.5,2500.0,1245.0,850.0,970.0,687.3266072588808,993.7425273658455,426.51847701974873,412.22579856322295,355.0649472860821,307.7863185830408,515.030806478871,382.6239237619447,459.87667793664053,341.2779201530939,334.6870762330113,308.2950949138243,449.45275161668565,259.2054093133657,415.23934847987425,380.271156994178,303.200355581886,463.23438261496466,389.53265389147674,677.1565770013473,478.56167718547505,252.01503648514887,364.27890499712913,501.7712198029733,352.3374051128527,506.892864121204,1054.6614255366853,509.31777665462783,342.49924746778873,384.0683221971681,940.5,Eugene,898.0
210,0.7115305591075017,0.6527548537288792,0.5028377828592281,0.48320084939840263,0.44361294860969785,0.4364870737071679,0.40788569782483713,0.39496367429624274,0.3941237927577529,0.3773698258408586,0.3543747877238381,0.3523420652949115,0.6330539343251311,0.3480074437054701,0.3413939131892682,0.3402591225484337,0.30074664828292075,0.2938618936084563,0.2858733629246998,0.2839711433024581,0.2786534663926317,0.27255082311025275,0.2696763879755115,0.6301948545108061,0.6219766234564547,0.6073842093669477,0.5779085599071168,0.5587223951784842,0.5293135710929052,0.5190688445568595,611.0,611.0,560.0,651.0,611.0,560.0,663.0,689.0,560.0,794.0,663.0,700.0,651.0,663.0,826.0,677.0,826.0,560.0,858.0,677.0,858.0,1021.0,899.0,651.0,611.0,651.0,611.0,700.0,651.0,700.0,450.0,550.0,1137.5,699.0,685.0,1630.0,902.75,560.0,1520.0,550.0,475.0,1600.0,475.0,1610.0,1546.75,600.0,885.0,1329.0,850.0,1612.5,1000.0,1130.0,1413.0,450.0,535.0,724.3333333333335,475.0,1600.0,975.6666666666665,399.0,320.1887515983758,359.01516955088357,571.977978002372,337.75739372948345,303.87486979764304,711.4739301426837,368.2188137113717,221.17965760589593,599.0681649917844,207.55340421247223,168.3280241688231,563.7473044718585,300.7006188044373,560.2919843658069,528.0510352255006,204.15547352906023,266.1607837303849,390.54245660563845,242.99235848599483,457.90346857521365,278.65346639263174,307.9824301145856,381.0527362093978,283.58768452986277,332.7574935492032,439.94862898479255,274.50656595588043,893.9558322855747,516.4336075296444,207.10846897818695,625.0,Dayton,611.0
190,0.6512670660723194,0.6041401809366975,0.49349494132267135,0.4841910349314904,0.4768615917849602,0.46658424548837524,0.4646109175149513,0.4630704826324434,0.45586853085885687,0.4479931258041833,0.4447918615680207,0.44114864817190574,0.5938512309402876,0.4359490708950533,0.43394273143137974,0.4073249923597477,0.3886409616286008,0.3824076409296934,0.3787960070368197,0.36650079211312814,0.35203769423485726,0.3475809641604611,0.34414573724007175,0.5743004644279585,0.5685780380187796,0.5509883706893053,0.5451856830884075,0.5233402314867415,0.5079199506264837,0.5037048815471105,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,807.0,799.0,951.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,771.6666666666665,682.5,746.3333333333335,560.0,878.75,557.5,905.0,944.1666666666665,760.0,882.5,571.25,697.0,850.8333333333335,798.3333333333335,987.5,787.5,682.5,990.1666666666665,786.25,730.0,1185.3333333333333,872.0,1026.0,831.6666666666665,726.0,753.6666666666665,780.0,764.6666666666665,745.0,671.0,502.5610859858064,412.32567348929604,368.31172454048715,271.1469795616346,419.04212378103375,260.1207168597692,420.47288035103094,437.21571401879856,346.4600834527312,395.35393352219177,254.08735092073184,307.4806077758183,505.2684223250281,348.0326749312176,428.5184472884875,320.7684314833013,265.24745631152,378.64729912721805,297.8283605326995,267.54557824258353,417.2820135663841,303.09060074792205,353.0935264083136,477.6265529159187,412.787655601634,415.2615687095063,425.2448328089579,400.1808303435282,378.40036321673034,337.9859755181111,832.0,Columbia,799.0
223,0.8888876219106803,0.8799159938086518,0.6672131530897588,0.6587000196018157,0.6563942923583072,0.6418134118317677,0.6311176027383407,0.6260321101469533,0.6157709844328795,0.6133656383917695,0.605594804769222,0.6019255877037651,0.7327072949828803,0.5895540454686948,0.5850238964892238,0.5770399044272164,0.571911745195538,0.5688440900823122,0.5668739355677566,0.5666324499078161,0.5637780768822073,0.5624424853100016,0.5614393779142702,0.7310220379221845,0.7261935550731183,0.7228068026520403,0.7077856280558823,0.6763378581725903,0.6762014628787014,0.6675423460253394,677.0,560.0,958.0,889.0,677.0,611.0,560.0,958.0,1021.0,1087.0,1683.0,1021.0,677.0,611.0,705.0,1021.0,1021.0,560.0,967.0,726.0,898.0,1307.0,1236.0,711.0,651.0,651.0,663.0,611.0,700.0,700.0,1612.5,1630.0,1540.0,1159.25,580.0,450.0,1137.5,1850.0,1518.0,1421.5,2890.0,1779.25,637.5,475.0,654.0,2224.0,1287.0,1520.0,1209.0,1479.5,775.0,1316.5,2608.333333333333,695.0,450.0,475.0,475.0,550.0,1600.0,399.0,1433.331290330972,1434.2630699081024,1027.5082557582286,763.5979977234048,380.70868956781817,288.81603532429546,717.8962731148625,1158.1594037718635,934.7403543691111,871.8992549739004,1750.1689857830515,1070.976101921924,467.1009005515862,280.03817159763,382.60562830395236,1283.3367474461293,736.0504160666574,864.6430169251145,685.3505881014177,838.332709638614,436.92800958371066,740.4555319106172,1464.4210440597215,508.0603163559182,326.7870997829032,343.3332312597192,336.19817332654407,371.98582199492466,1081.9223406059223,266.3493960641104,1610.0,Dayton,663.0
917,1.0,0.5456857623892258,0.4633139918999841,0.4632116917288217,0.45548436748591375,0.4532846300734021,0.45262618058204246,0.4434780773998371,0.4254438489858318,0.4242717363190284,0.4211451285542182,0.42102503609793784,0.5068373909359758,0.416461890599334,0.3977750836297976,0.3955446500724527,0.39518974184511274,0.3945759161435639,0.3932674690131689,0.39213010360563816,0.39213010360563816,0.3898777262150796,0.37474686519309003,0.5026462141281333,0.5020198106900636,0.4959519581823612,0.49220502969358404,0.4878664921253524,0.47694549981916134,0.47067099970516835,1930.0,1412.0,1814.0,2060.0,1683.0,1847.0,1398.0,918.0,1814.0,990.0,1816.0,1398.0,1816.0,1816.0,1816.0,1082.0,1847.0,1816.0,1814.0,1236.0,1236.0,1816.0,951.0,1930.0,1683.0,1370.0,1930.0,1930.0,889.0,1814.0,2919.0,4943.0,3105.166666666667,3873.666666666667,2932.5,2443.5,3409.333333333333,2209.5,3118.333333333333,2101.0,2546.0,1930.0,2481.5,2855.0,2967.5,1830.0,2490.0,3452.5,2915.0,2273.75,2273.75,6862.5,1621.25,2889.25,3973.5,2577.75,5427.5,2917.0,1898.833333333333,3152.25,2919.0,2697.324723489943,1438.667163848101,1794.3276898602126,1335.7079076524421,1107.600993584358,1543.15352499771,979.8648120149401,1326.6757357541521,891.3949180062788,1072.2354972990395,812.5783196690201,1257.7169856076239,1188.9986976610985,1180.3975606714243,723.8467096325885,984.0224571943307,1362.2733504856544,1146.3746721733874,891.6058230733198,891.6058230733198,2675.5358961509837,607.5583551942972,1452.270574169709,1994.775717776968,1278.4401602045816,2671.4427986619276,1423.106557529653,905.6400132399507,1483.672658820617,2919.0,Chicago,1930.0
318,0.7888636550843567,0.7433866712324383,0.636126376871151,0.6335683895106298,0.617428400525958,0.6145045233321702,0.6126181444653268,0.6116715150886428,0.6112570863023132,0.5850398399013655,0.5814679305853488,0.5749859259280129,0.7224203061872464,0.5714564155312096,0.5659850104016887,0.563791253931047,0.563776129489321,0.5574044471504902,0.5563841988002279,0.5558575780607596,0.5527554110569771,0.5492486371086994,0.5489945703123273,0.7162391422107515,0.7158330347009852,0.7089419478500161,0.7064793354668764,0.6867015596350489,0.6637274065850975,0.6510818534694098,960.0,1082.0,891.0,960.0,1362.0,958.0,1019.0,889.0,767.0,1236.0,889.0,958.0,967.0,1000.0,1092.0,958.0,1092.0,807.0,944.0,968.0,1407.0,705.0,917.0,869.0,807.0,807.0,1157.0,780.0,711.0,1186.0,580.0,1262.5,947.0,1105.6666666666667,1782.5,806.25,2026.5,788.0,556.25,2608.333333333333,1159.25,1540.0,1209.0,1675.0,1539.666666666667,1850.0,1638.0,864.1666666666665,705.0,1016.6666666666665,1897.583333333333,654.0,1147.5,866.6666666666665,1262.5,762.5,1375.666666666667,1106.6666666666667,695.0,909.1666666666667,457.5409199489269,938.5256724309534,602.41167889698,700.5154493355864,1100.5661239375202,495.44427193656225,1241.4706697589847,481.99715388985055,340.01175425566174,1525.9789157427283,674.0666985310656,885.4783259291398,873.4061501803809,957.1894960147762,871.4282543484669,1043.013819772437,923.4653001035077,481.6903430792152,392.2508601541607,565.1218710284389,1048.8994554315354,359.2086086690894,629.9712694333956,620.7405899159845,903.7392063099938,540.5682352356373,971.8800724905998,759.9497259961208,461.2905475766428,591.9419184459385,1015.0,Chattanooga,807.0
1375,0.8151240554526838,0.8051426055836249,0.4023696879442153,0.39536344903420517,0.39474207623527674,0.3874766023436846,0.38489537468226337,0.38387280715939154,0.3819906142953493,0.38167127765937975,0.37583406223437915,0.3751318021028496,0.6069377644033005,0.3751318021028496,0.3726217401481734,0.3666342381689342,0.3635226009789919,0.3604719519854085,0.3601472948884493,0.3540048204226431,0.3525634914424889,0.35227248285331436,0.35103563114335673,0.4828220492163793,0.45858815003736364,0.4529160827132482,0.4283978419804905,0.41369309405839655,0.4066520956539583,0.4053880125020167,1232.0,1294.0,918.0,917.0,736.0,918.0,1236.0,1087.0,918.0,1021.0,1021.0,1021.0,1294.0,1021.0,921.0,933.0,918.0,918.0,1021.0,917.0,1398.0,1021.0,918.0,925.0,918.0,892.0,917.0,917.0,918.0,918.0,1795.0,2400.0,1050.0,1042.5,612.5,950.0,1355.0,1199.0,1112.5,1353.0,2213.0,1810.25,2861.5,1810.25,992.5,850.0,925.0,925.0,1885.25,1147.5,1987.5,1779.25,1300.0,900.0,1435.0,992.5,1350.0,2091.25,1400.0,1005.0,1463.1476795375675,1932.3422534006997,422.48817234142604,412.1663956181589,241.779521694107,368.10277222650035,521.5332326944668,460.26349578411043,424.9645584035761,516.4012386731408,831.720779724681,679.0823447566835,1736.7524128400444,679.0823447566835,369.8270770970621,311.6391024435941,336.25840590556754,333.43655558650283,678.9676876884491,406.22053143498295,700.7199392419467,626.7808151167595,456.34632048636377,434.53984429474133,658.0739953036168,449.51921209289884,578.3370866736622,865.1356829496218,569.3129339155416,407.4149525645268,2173.333333333333,Newyork,1235.0
57,0.5196621855264153,0.48648038968638446,0.3136360428351365,0.30553712889180457,0.3030926297937926,0.3010943968240628,0.300812221633242,0.29283687751130855,0.2866307956217233,0.28528976536741285,0.2836706546279254,0.2834643587344065,0.45587554277367187,0.2797451742723207,0.278250322125197,0.27735755242486404,0.2769605045520642,0.27616797683385264,0.27291972792542707,0.2726399236654128,0.2718115973852219,0.2716477741091264,0.2655450133846008,0.4117372378529417,0.3653621815148899,0.3610074801733257,0.3257608615483233,0.31754913718093275,0.3170392208625885,0.3136442911627898,898.0,1150.0,765.0,1236.0,1140.0,736.0,1219.0,891.0,898.0,689.0,1362.0,1121.0,898.0,1121.0,1024.0,898.0,1087.0,869.0,898.0,1370.0,920.0,1304.0,1140.0,1209.0,1131.0,1150.0,898.0,1019.0,1186.0,765.0,1220.0,1485.0,704.1666666666665,2140.0,1070.0,853.0,1185.6666666666667,1474.0,1115.0,510.0,1183.75,1049.5,1280.0,1583.0,1250.0,1075.0,1320.0,1299.0,555.0,1723.75,2337.25,1355.75,1812.5,1596.0,850.0,1185.0,1535.5,1070.0,1310.0,704.1666666666665,633.9878663422267,722.4233786842809,220.8520468297419,653.8494558284617,324.30911387935805,256.8335204909256,356.66302411648064,431.6415574516688,319.5933371182214,145.49778033738056,335.7951374158067,297.4958444917596,583.5206947503,442.83661087308366,347.81290265649625,298.15936885672886,365.5878660087248,358.74220190717455,151.47044899861203,469.9630684182553,635.2916559886099,368.2864697484481,481.30033675958896,657.132631613295,310.5578542876564,427.7938640053909,500.2058029074504,339.777576783598,415.321379329991,220.8578550271311,1145.0,Eugene,898.0
