,0,1
145,0.002404375033815581,Fitness_Programs
146,0.0023954039479669627,SE_T004_003
147,0.0023843806184101514,Wheelchair_Accessible_Rooms
148,0.002326473975713143,SE_T056_013
149,0.0021876296624447514,Basketball_Court
150,0.0021564219316042538,Property_Manager_on_Site
151,0.002121793083085779,Window_Coverings
152,0.002087314662126458,Double_Vanities
153,0.0020852464303865318,SE_T191_010
154,0.0020482685653380366,Business_Center
155,0.002048015919665133,Covered
156,0.002043965931494466,Clubhouse
157,0.002021450672308069,SE_T100_007
158,0.0020195388379920837,High_Speed_Internet_Access
159,0.001980157181894117,Multiple_parking_spaces
160,0.001942238941532508,Gameroom
161,0.0019193821657335786,Wi_Fi
162,0.0019088886123208508,Sundeck
163,0.0019031634783555774,Package_Service
164,0.0018984097570265126,SE_T028_003
